mesh name,flip_x,flip_y,flip_z
m593.ply,1.0,1.0,1.0
m1740.ply,1.0,1.0,1.0
m1807.ply,1.0,1.0,1.0
m1608.ply,1.0,1.0,1.0
m1634.ply,1.0,1.0,1.0
m632.ply,1.0,1.0,1.0
m626.ply,1.0,1.0,1.0
m630.ply,1.0,-1.0,-1.0
m1636.ply,1.0,1.0,1.0
m1742.ply,1.0,1.0,1.0
m585.ply,1.0,1.0,1.0
m591.ply,1.0,1.0,1.0
m1795.ply,-1.0,1.0,-1.0
m546.ply,1.0,1.0,1.0
m552.ply,1.0,1.0,1.0
m1597.ply,1.0,1.0,1.0
m750.ply,1.0,1.0,1.0
m751.ply,1.0,1.0,1.0
m1596.ply,1.0,1.0,1.0
m553.ply,1.0,1.0,1.0
m547.ply,1.0,1.0,1.0
m1794.ply,1.0,1.0,1.0
m590.ply,1.0,1.0,1.0
m584.ply,1.0,1.0,1.0
m1743.ply,1.0,1.0,1.0
m1810.ply,1.0,1.0,1.0
m1637.ply,1.0,1.0,1.0
m625.ply,1.0,1.0,1.0
m631.ply,1.0,1.0,1.0
m614.ply,1.0,1.0,1.0
m600.ply,1.0,1.0,1.0
m628.ply,1.0,-1.0,-1.0
m1606.ply,1.0,1.0,1.0
m1612.ply,1.0,1.0,1.0
m1809.ply,1.0,1.0,1.0
m1772.ply,1.0,1.0,1.0
m589.ply,1.0,1.0,1.0
m1766.ply,1.0,1.0,1.0
m562.ply,1.0,1.0,1.0
m1799.ply,1.0,1.0,1.0
m760.ply,1.0,1.0,1.0
m761.ply,1.0,1.0,1.0
m1798.ply,1.0,1.0,1.0
m563.ply,1.0,1.0,1.0
m588.ply,1.0,-1.0,1.0
m1767.ply,1.0,1.0,1.0
m1773.ply,-1.0,1.0,-1.0
m1808.ply,1.0,1.0,1.0
m1613.ply,1.0,1.0,1.0
m1607.ply,1.0,1.0,1.0
m629.ply,1.0,1.0,1.0
m601.ply,1.0,1.0,1.0
m615.ply,1.0,1.0,1.0
m603.ply,1.0,1.0,1.0
m1639.ply,1.0,1.0,1.0
m1611.ply,1.0,1.0,1.0
m1605.ply,1.0,1.0,1.0
m1765.ply,1.0,1.0,1.0
m1771.ply,1.0,1.0,1.0
m561.ply,1.0,1.0,1.0
m549.ply,1.0,1.0,1.0
m1598.ply,1.0,1.0,1.0
m1599.ply,1.0,1.0,1.0
m548.ply,1.0,1.0,1.0
m560.ply,1.0,1.0,1.0
m1770.ply,1.0,1.0,1.0
m1764.ply,-1.0,-1.0,1.0
m1604.ply,1.0,1.0,1.0
m1610.ply,1.0,1.0,1.0
m1638.ply,1.0,1.0,1.0
m616.ply,1.0,1.0,1.0
m602.ply,1.0,1.0,1.0
m606.ply,1.0,1.0,1.0
m612.ply,1.0,1.0,1.0
m1614.ply,1.0,1.0,1.0
m1600.ply,1.0,1.0,1.0
m1628.ply,1.0,1.0,1.0
m1760.ply,1.0,1.0,1.0
m1774.ply,1.0,1.0,1.0
m1748.ply,1.0,1.0,1.0
m558.ply,1.0,1.0,1.0
m570.ply,1.0,1.0,1.0
m564.ply,-1.0,1.0,-1.0
m1589.ply,1.0,1.0,1.0
m565.ply,1.0,1.0,1.0
m571.ply,1.0,1.0,1.0
m559.ply,1.0,1.0,1.0
m1749.ply,1.0,1.0,1.0
m1775.ply,1.0,1.0,1.0
m1761.ply,1.0,1.0,1.0
m1629.ply,1.0,1.0,1.0
m1601.ply,1.0,1.0,1.0
m1615.ply,1.0,1.0,1.0
m613.ply,1.0,1.0,1.0
m607.ply,1.0,1.0,1.0
m639.ply,1.0,1.0,1.0
m611.ply,1.0,1.0,1.0
m605.ply,1.0,1.0,1.0
m1603.ply,1.0,1.0,1.0
m1617.ply,1.0,1.0,1.0
m598.ply,1.0,1.0,1.0
m1777.ply,1.0,1.0,1.0
m1763.ply,1.0,1.0,1.0
m567.ply,1.0,-1.0,-1.0
m759.ply,1.0,1.0,1.0
m758.ply,1.0,1.0,1.0
m572.ply,1.0,1.0,1.0
m566.ply,1.0,1.0,1.0
m1789.ply,1.0,1.0,1.0
m1762.ply,1.0,1.0,1.0
m599.ply,1.0,1.0,1.0
m1776.ply,1.0,1.0,1.0
m1616.ply,1.0,1.0,1.0
m1602.ply,1.0,1.0,1.0
m604.ply,1.0,1.0,1.0
m610.ply,1.0,1.0,1.0
m638.ply,1.0,1.0,1.0
m688.ply,1.0,1.0,1.0
m677.ply,1.0,1.0,1.0
m663.ply,1.0,1.0,1.0
m1103.ply,1.0,1.0,1.0
m1117.ply,1.0,1.0,1.0
m1739.ply,1.0,1.0,1.0
m1711.ply,1.0,1.0,1.0
m1705.ply,1.0,1.0,1.0
m501.ply,1.0,1.0,1.0
m529.ply,1.0,1.0,1.0
m703.ply,1.0,1.0,1.0
m717.ply,1.0,1.0,1.0
m716.ply,1.0,1.0,1.0
m702.ply,1.0,1.0,1.0
m528.ply,1.0,1.0,1.0
m500.ply,1.0,1.0,1.0
m1704.ply,1.0,1.0,1.0
m1710.ply,1.0,1.0,1.0
m1738.ply,1.0,1.0,1.0
m1116.ply,1.0,1.0,1.0
m1102.ply,1.0,1.0,1.0
m662.ply,1.0,1.0,1.0
m676.ply,1.0,1.0,1.0
m689.ply,1.0,1.0,1.0
m660.ply,1.0,1.0,1.0
m674.ply,1.0,1.0,1.0
m648.ply,1.0,1.0,1.0
m1114.ply,1.0,1.0,1.0
m1666.ply,1.0,1.0,1.0
m1100.ply,1.0,1.0,1.0
m489.ply,1.0,1.0,1.0
m1699.ply,1.0,1.0,1.0
m1706.ply,1.0,1.0,1.0
m1712.ply,1.0,1.0,1.0
m502.ply,1.0,1.0,1.0
m714.ply,1.0,1.0,1.0
m700.ply,1.0,1.0,1.0
m728.ply,1.0,1.0,1.0
m729.ply,1.0,1.0,1.0
m701.ply,1.0,1.0,1.0
m715.ply,1.0,1.0,1.0
m503.ply,1.0,1.0,1.0
m1713.ply,1.0,1.0,1.0
m1707.ply,1.0,1.0,1.0
m1698.ply,1.0,1.0,1.0
m1667.ply,1.0,1.0,1.0
m488.ply,1.0,1.0,1.0
m1101.ply,1.0,1.0,1.0
m1115.ply,1.0,1.0,1.0
m649.ply,-1.0,1.0,-1.0
m675.ply,1.0,1.0,1.0
m661.ply,1.0,1.0,1.0
m659.ply,1.0,1.0,1.0
m665.ply,1.0,1.0,1.0
m671.ply,1.0,1.0,1.0
m1111.ply,1.0,1.0,1.0
m498.ply,1.0,1.0,1.0
m1105.ply,1.0,1.0,1.0
m1703.ply,1.0,1.0,1.0
m1717.ply,1.0,1.0,1.0
m513.ply,-1.0,1.0,-1.0
m507.ply,1.0,1.0,1.0
m711.ply,1.0,1.0,1.0
m705.ply,1.0,1.0,1.0
m704.ply,1.0,1.0,1.0
m710.ply,1.0,1.0,1.0
m506.ply,1.0,1.0,1.0
m512.ply,1.0,1.0,1.0
m1716.ply,1.0,1.0,1.0
m1702.ply,-1.0,1.0,-1.0
m1104.ply,1.0,1.0,1.0
m499.ply,1.0,1.0,1.0
m1110.ply,1.0,1.0,1.0
m670.ply,1.0,1.0,1.0
m664.ply,1.0,1.0,1.0
m658.ply,1.0,1.0,1.0
m699.ply,1.0,1.0,1.0
m672.ply,1.0,1.0,1.0
m666.ply,1.0,1.0,1.0
m1106.ply,1.0,1.0,1.0
m1112.ply,1.0,1.0,1.0
m1714.ply,1.0,1.0,1.0
m1700.ply,1.0,1.0,1.0
m1728.ply,1.0,1.0,1.0
m538.ply,1.0,1.0,1.0
m504.ply,1.0,1.0,1.0
m1099.ply,1.0,1.0,1.0
m510.ply,1.0,1.0,1.0
m706.ply,-1.0,1.0,-1.0
m712.ply,1.0,1.0,1.0
m713.ply,1.0,1.0,1.0
m707.ply,1.0,1.0,1.0
m511.ply,1.0,1.0,1.0
m505.ply,-1.0,1.0,-1.0
m539.ply,1.0,1.0,1.0
m1729.ply,1.0,1.0,1.0
m1701.ply,1.0,1.0,1.0
m1715.ply,-1.0,-1.0,-1.0
m1113.ply,1.0,1.0,1.0
m1107.ply,1.0,-1.0,-1.0
m667.ply,1.0,1.0,1.0
m673.ply,1.0,1.0,1.0
m698.ply,1.0,-1.0,-1.0
m454.ply,1.0,1.0,1.0
m440.ply,1.0,1.0,1.0
m468.ply,1.0,1.0,1.0
m469.ply,1.0,-1.0,-1.0
m441.ply,-1.0,1.0,-1.0
m455.ply,1.0,1.0,1.0
m480.ply,1.0,1.0,1.0
m443.ply,1.0,1.0,1.0
m457.ply,1.0,1.0,1.0
m456.ply,1.0,1.0,1.0
m442.ply,-1.0,1.0,-1.0
m481.ply,1.0,1.0,1.0
m446.ply,1.0,-1.0,-1.0
m452.ply,1.0,1.0,1.0
m453.ply,1.0,1.0,1.0
m447.ply,1.0,1.0,1.0
m479.ply,1.0,1.0,1.0
m451.ply,1.0,1.0,1.0
m445.ply,-1.0,1.0,-1.0
m444.ply,-1.0,1.0,-1.0
m450.ply,1.0,1.0,1.0
m478.ply,1.0,1.0,1.0
m392.ply,1.0,1.0,1.0
m386.ply,1.0,1.0,1.0
m437.ply,1.0,-1.0,-1.0
m423.ply,1.0,1.0,1.0
m422.ply,1.0,1.0,1.0
m436.ply,1.0,1.0,1.0
m387.ply,1.0,1.0,1.0
m393.ply,1.0,1.0,1.0
m385.ply,1.0,1.0,1.0
m391.ply,1.0,1.0,1.0
m420.ply,1.0,1.0,1.0
m434.ply,1.0,1.0,1.0
m408.ply,1.0,1.0,1.0
m409.ply,1.0,-1.0,-1.0
m435.ply,1.0,1.0,1.0
m421.ply,-1.0,1.0,-1.0
m390.ply,1.0,1.0,1.0
m384.ply,1.0,1.0,1.0
m394.ply,1.0,1.0,1.0
m419.ply,1.0,1.0,1.0
m425.ply,-1.0,1.0,-1.0
m431.ply,1.0,1.0,1.0
m430.ply,1.0,1.0,1.0
m424.ply,1.0,1.0,1.0
m418.ply,1.0,1.0,1.0
m395.ply,1.0,1.0,1.0
m397.ply,1.0,1.0,1.0
m383.ply,1.0,1.0,1.0
m432.ply,1.0,1.0,1.0
m426.ply,-1.0,1.0,1.0
m427.ply,1.0,-1.0,-1.0
m433.ply,1.0,1.0,1.0
m382.ply,1.0,1.0,1.0
m396.ply,1.0,1.0,1.0
m416.ply,1.0,1.0,1.0
m402.ply,1.0,1.0,1.0
m403.ply,1.0,1.0,1.0
m417.ply,1.0,1.0,1.0
m398.ply,1.0,1.0,1.0
m401.ply,1.0,1.0,1.0
m415.ply,1.0,1.0,1.0
m429.ply,1.0,1.0,1.0
m428.ply,-1.0,1.0,-1.0
m414.ply,1.0,1.0,1.0
m400.ply,1.0,1.0,1.0
m399.ply,-1.0,-1.0,1.0
m389.ply,1.0,-1.0,-1.0
m438.ply,1.0,1.0,1.0
m404.ply,1.0,1.0,1.0
m410.ply,1.0,1.0,1.0
m411.ply,1.0,1.0,1.0
m405.ply,1.0,1.0,1.0
m439.ply,1.0,1.0,1.0
m388.ply,1.0,1.0,1.0
m413.ply,1.0,1.0,1.0
m407.ply,1.0,1.0,1.0
m406.ply,1.0,1.0,1.0
m412.ply,1.0,1.0,1.0
m475.ply,1.0,1.0,1.0
m461.ply,1.0,1.0,1.0
m449.ply,1.0,1.0,1.0
m448.ply,1.0,1.0,1.0
m460.ply,-1.0,1.0,-1.0
m474.ply,1.0,1.0,1.0
m462.ply,1.0,1.0,1.0
m476.ply,1.0,1.0,1.0
m477.ply,1.0,1.0,1.0
m463.ply,1.0,1.0,1.0
m467.ply,1.0,1.0,1.0
m473.ply,1.0,1.0,1.0
m472.ply,1.0,1.0,1.0
m466.ply,1.0,1.0,1.0
m458.ply,1.0,1.0,1.0
m470.ply,-1.0,1.0,-1.0
m464.ply,1.0,-1.0,-1.0
m465.ply,1.0,1.0,1.0
m471.ply,1.0,1.0,1.0
m459.ply,1.0,1.0,1.0
