mesh name,corner1x,corner1y,corner1z,corner2x,corner2y,corner2z,corner3x,corner3y,corner3z,corner4x,corner4y,corner4z,corner5x,corner5y,corner5z,corner6x,corner6y,corner6z,corner7x,corner7y,corner7z,corner8x,corner8y,corner8z
m874.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.355804,0.025,0.025,0.355804,0.025,0.025,0.025,0.432143,0.975,0.025,0.432143,0.975,0.355804,0.432143,0.025,0.355804,0.432143
m860.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.788295,0.025,0.025,0.788295,0.025,0.025,0.025,0.291699,0.975,0.025,0.291699,0.975,0.788295,0.291699,0.025,0.788295,0.291699
m848.ply,0.025,0.025,0.025,0.661595,0.025,0.025,0.661595,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.338321,0.661595,0.025,0.338321,0.661595,0.975,0.338321,0.025,0.975,0.338321
m900.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.618426,0.025,0.025,0.618426,0.025,0.025,0.025,0.381252,0.975,0.025,0.381252,0.975,0.618426,0.381252,0.025,0.618426,0.381252
m914.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.288203,0.025,0.025,0.288203,0.025,0.025,0.025,0.379987,0.975,0.025,0.379987,0.975,0.288203,0.379987,0.025,0.288203,0.379987
m928.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.804676,0.025,0.025,0.804676,0.025,0.025,0.025,0.975,0.975,0.025,0.975,0.975,0.804676,0.975,0.025,0.804676,0.975
m929.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.562554,0.025,0.025,0.562554,0.025,0.025,0.025,0.975,0.975,0.025,0.975,0.975,0.562554,0.975,0.025,0.562554,0.975
m915.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.636563,0.025,0.025,0.636563,0.025,0.025,0.025,0.5,0.975,0.025,0.5,0.975,0.636563,0.5,0.025,0.636563,0.5
m901.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.744646,0.025,0.025,0.744646,0.025,0.025,0.025,0.755263,0.975,0.025,0.755263,0.975,0.744646,0.755263,0.025,0.744646,0.755263
m849.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.662127,0.025,0.025,0.662127,0.025,0.025,0.025,0.178756,0.975,0.025,0.178756,0.975,0.662127,0.178756,0.025,0.662127,0.178756
m861.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.910624,0.025,0.025,0.910624,0.025,0.025,0.025,0.176864,0.975,0.025,0.176864,0.975,0.910624,0.176864,0.025,0.910624,0.176864
m875.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.263804,0.025,0.025,0.263804,0.025,0.025,0.025,0.384483,0.975,0.025,0.384483,0.975,0.263804,0.384483,0.025,0.263804,0.384483
m812.ply,0.025,0.025,0.025,0.460153,0.025,0.025,0.460153,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.475823,0.460153,0.025,0.475823,0.460153,0.975,0.475823,0.025,0.975,0.475823
m806.ply,0.025,0.025,0.025,0.358289,0.025,0.025,0.358289,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.411545,0.358289,0.025,0.411545,0.358289,0.975,0.411545,0.025,0.975,0.411545
m782.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.42384,0.025,0.025,0.42384,0.025,0.025,0.025,0.347871,0.975,0.025,0.347871,0.975,0.42384,0.347871,0.025,0.42384,0.347871
m796.ply,0.025,0.025,0.025,0.710365,0.025,0.025,0.710365,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.691944,0.710365,0.025,0.691944,0.710365,0.975,0.691944,0.025,0.975,0.691944
m769.ply,0.025,0.025,0.025,0.688535,0.025,0.025,0.688535,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.406247,0.688535,0.025,0.406247,0.688535,0.975,0.406247,0.025,0.975,0.406247
m768.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.945769,0.025,0.025,0.945769,0.025,0.025,0.025,0.420986,0.975,0.025,0.420986,0.975,0.945769,0.420986,0.025,0.945769,0.420986
m797.ply,0.025,0.025,0.025,0.63591,0.025,0.025,0.63591,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.610618,0.63591,0.025,0.610618,0.63591,0.975,0.610618,0.025,0.975,0.610618
m783.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.476364,0.025,0.025,0.476364,0.025,0.025,0.025,0.607607,0.975,0.025,0.607607,0.975,0.476364,0.607607,0.025,0.476364,0.607607
m807.ply,0.025,0.025,0.025,0.405,0.025,0.025,0.405,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.403838,0.405,0.025,0.403838,0.405,0.975,0.403838,0.025,0.975,0.403838
m813.ply,0.025,0.025,0.025,0.402684,0.025,0.025,0.402684,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.416284,0.402684,0.025,0.416284,0.402684,0.975,0.416284,0.025,0.975,0.416284
m839.ply,0.025,0.025,0.025,0.533164,0.025,0.025,0.533164,0.516126,0.025,0.025,0.516126,0.025,0.025,0.025,0.975,0.533164,0.025,0.975,0.533164,0.516126,0.975,0.025,0.516126,0.975
m805.ply,0.025,0.025,0.025,0.729762,0.025,0.025,0.729762,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.729762,0.729762,0.025,0.729762,0.729762,0.975,0.729762,0.025,0.975,0.729762
m811.ply,0.025,0.025,0.025,0.538252,0.025,0.025,0.538252,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.556733,0.538252,0.025,0.556733,0.538252,0.975,0.556733,0.025,0.975,0.556733
m795.ply,0.025,0.025,0.025,0.394645,0.025,0.025,0.394645,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.549344,0.394645,0.025,0.549344,0.394645,0.975,0.549344,0.025,0.975,0.549344
m959.ply,0.025,0.025,0.025,0.420781,0.025,0.025,0.420781,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.211007,0.420781,0.025,0.211007,0.420781,0.975,0.211007,0.025,0.975,0.211007
m781.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.640582,0.025,0.025,0.640582,0.025,0.025,0.025,0.442837,0.975,0.025,0.442837,0.975,0.640582,0.442837,0.025,0.640582,0.442837
m780.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.911266,0.025,0.025,0.911266,0.025,0.025,0.025,0.626571,0.975,0.025,0.626571,0.975,0.911266,0.626571,0.025,0.911266,0.626571
m958.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.618772,0.025,0.025,0.618772,0.025,0.025,0.025,0.584317,0.975,0.025,0.584317,0.975,0.618772,0.584317,0.025,0.618772,0.584317
m794.ply,0.025,0.025,0.025,0.706179,0.025,0.025,0.706179,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.674053,0.706179,0.025,0.674053,0.706179,0.975,0.674053,0.025,0.975,0.674053
m810.ply,0.025,0.025,0.025,0.382957,0.025,0.025,0.382957,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.399496,0.382957,0.025,0.399496,0.382957,0.975,0.399496,0.025,0.975,0.399496
m804.ply,0.025,0.025,0.025,0.702184,0.025,0.025,0.702184,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.669041,0.702184,0.025,0.669041,0.702184,0.975,0.669041,0.025,0.975,0.669041
m838.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.494388,0.025,0.025,0.494388,0.025,0.025,0.025,0.462158,0.975,0.025,0.462158,0.975,0.494388,0.462158,0.025,0.494388,0.462158
m800.ply,0.025,0.025,0.025,0.727778,0.025,0.025,0.727778,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.727778,0.727778,0.025,0.727778,0.727778,0.975,0.727778,0.025,0.975,0.727778
m814.ply,0.025,0.025,0.025,0.538252,0.025,0.025,0.538252,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.556733,0.538252,0.025,0.556733,0.538252,0.975,0.556733,0.025,0.975,0.556733
m828.ply,0.025,0.025,0.025,0.508981,0.025,0.025,0.508981,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.470436,0.508981,0.025,0.470436,0.508981,0.975,0.470436,0.025,0.975,0.470436
m960.ply,0.025,0.025,0.025,0.477506,0.025,0.025,0.477506,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.258064,0.477506,0.025,0.258064,0.477506,0.975,0.258064,0.025,0.975,0.258064
m948.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.893382,0.025,0.025,0.893382,0.025,0.025,0.025,0.961408,0.975,0.025,0.961408,0.975,0.893382,0.961408,0.025,0.893382,0.961408
m790.ply,0.025,0.025,0.025,0.660529,0.025,0.025,0.660529,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.684862,0.660529,0.025,0.684862,0.660529,0.975,0.684862,0.025,0.975,0.684862
m784.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.38125,0.025,0.025,0.38125,0.025,0.025,0.025,0.277356,0.975,0.025,0.277356,0.975,0.38125,0.277356,0.025,0.38125,0.277356
m785.ply,0.025,0.025,0.025,0.569607,0.025,0.025,0.569607,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.569607,0.569607,0.025,0.569607,0.569607,0.975,0.569607,0.025,0.975,0.569607
m791.ply,0.025,0.025,0.025,0.510951,0.025,0.025,0.510951,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.510897,0.510951,0.025,0.510897,0.510951,0.975,0.510897,0.025,0.975,0.510897
m949.ply,0.025,0.025,0.025,0.956207,0.025,0.025,0.956207,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.489954,0.956207,0.025,0.489954,0.956207,0.975,0.489954,0.025,0.975,0.489954
m829.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.321351,0.025,0.025,0.321351,0.025,0.025,0.025,0.357589,0.975,0.025,0.357589,0.975,0.321351,0.357589,0.025,0.321351,0.357589
m815.ply,0.025,0.025,0.025,0.460153,0.025,0.025,0.460153,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.475823,0.460153,0.025,0.475823,0.460153,0.975,0.475823,0.025,0.975,0.475823
m801.ply,0.025,0.025,0.025,0.469361,0.025,0.025,0.469361,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.54502,0.469361,0.025,0.54502,0.469361,0.975,0.54502,0.025,0.975,0.54502
m817.ply,0.025,0.025,0.025,0.496386,0.025,0.025,0.496386,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.559485,0.496386,0.025,0.559485,0.496386,0.975,0.559485,0.025,0.975,0.559485
m803.ply,0.025,0.025,0.025,0.570103,0.025,0.025,0.570103,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.606811,0.570103,0.025,0.606811,0.570103,0.975,0.606811,0.025,0.975,0.606811
m787.ply,0.025,0.025,0.025,0.572806,0.025,0.025,0.572806,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.572806,0.572806,0.025,0.572806,0.572806,0.975,0.572806,0.025,0.975,0.572806
m793.ply,0.025,0.025,0.025,0.884711,0.025,0.025,0.884711,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.770083,0.884711,0.025,0.770083,0.884711,0.975,0.770083,0.025,0.975,0.770083
m778.ply,0.025,0.025,0.025,0.545599,0.025,0.025,0.545599,0.800831,0.025,0.025,0.800831,0.025,0.025,0.025,0.975,0.545599,0.025,0.975,0.545599,0.800831,0.975,0.025,0.800831,0.975
m779.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.369958,0.025,0.025,0.369958,0.025,0.025,0.025,0.24294,0.975,0.025,0.24294,0.975,0.369958,0.24294,0.025,0.369958,0.24294
m792.ply,0.025,0.025,0.025,0.639445,0.025,0.025,0.639445,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.777606,0.639445,0.025,0.777606,0.639445,0.975,0.777606,0.025,0.975,0.777606
m786.ply,0.025,0.025,0.025,0.756678,0.025,0.025,0.756678,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.780612,0.756678,0.025,0.780612,0.756678,0.975,0.780612,0.025,0.975,0.780612
m802.ply,0.025,0.025,0.025,0.685776,0.025,0.025,0.685776,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.696138,0.685776,0.025,0.696138,0.685776,0.975,0.696138,0.025,0.975,0.696138
m816.ply,0.025,0.025,0.025,0.402684,0.025,0.025,0.402684,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.416284,0.402684,0.025,0.416284,0.402684,0.975,0.416284,0.025,0.975,0.416284
m833.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.427209,0.025,0.025,0.427209,0.025,0.025,0.025,0.474877,0.975,0.025,0.474877,0.975,0.427209,0.474877,0.025,0.427209,0.474877
m827.ply,0.025,0.025,0.025,0.463793,0.025,0.025,0.463793,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.389385,0.463793,0.025,0.389385,0.463793,0.975,0.389385,0.025,0.975,0.389385
m947.ply,0.025,0.025,0.025,0.721994,0.025,0.025,0.721994,0.445454,0.025,0.025,0.445454,0.025,0.025,0.025,0.975,0.721994,0.025,0.975,0.721994,0.445454,0.975,0.025,0.445454,0.975
m953.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.55137,0.025,0.025,0.55137,0.025,0.025,0.025,0.376232,0.975,0.025,0.376232,0.975,0.55137,0.376232,0.025,0.55137,0.376232
m774.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.500001,0.975,0.025,0.500001,0.975,0.975,0.500001,0.025,0.975,0.500001
m775.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.618064,0.025,0.025,0.618064,0.025,0.025,0.025,0.39682,0.975,0.025,0.39682,0.975,0.618064,0.39682,0.025,0.618064,0.39682
m952.ply,0.025,0.025,0.025,0.567857,0.025,0.025,0.567857,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.788393,0.567857,0.025,0.788393,0.567857,0.975,0.788393,0.025,0.975,0.788393
m946.ply,0.025,0.025,0.025,0.494149,0.025,0.025,0.494149,0.494147,0.025,0.025,0.494147,0.025,0.025,0.025,0.975,0.494149,0.025,0.975,0.494149,0.494147,0.975,0.025,0.494147,0.975
m826.ply,0.025,0.025,0.025,0.51287,0.025,0.025,0.51287,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.498178,0.51287,0.025,0.498178,0.51287,0.975,0.498178,0.025,0.975,0.498178
m832.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.319782,0.025,0.025,0.319782,0.025,0.025,0.025,0.427383,0.975,0.025,0.427383,0.975,0.319782,0.427383,0.025,0.319782,0.427383
m818.ply,0.025,0.025,0.025,0.707366,0.025,0.025,0.707366,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.707366,0.707366,0.025,0.707366,0.707366,0.975,0.707366,0.025,0.975,0.707366
m824.ply,0.025,0.025,0.025,0.504141,0.025,0.025,0.504141,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.522758,0.504141,0.025,0.522758,0.504141,0.975,0.522758,0.025,0.975,0.522758
m830.ply,0.025,0.025,0.025,0.439982,0.025,0.025,0.439982,0.256592,0.025,0.025,0.256592,0.025,0.025,0.025,0.975,0.439982,0.025,0.975,0.439982,0.256592,0.975,0.025,0.256592,0.975
m950.ply,0.025,0.025,0.025,0.769384,0.025,0.025,0.769384,0.889227,0.025,0.025,0.889227,0.025,0.025,0.025,0.975,0.769384,0.025,0.975,0.769384,0.889227,0.975,0.025,0.889227,0.975
m788.ply,0.025,0.025,0.025,0.340037,0.025,0.025,0.340037,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.331296,0.340037,0.025,0.331296,0.340037,0.975,0.331296,0.025,0.975,0.331296
m944.ply,0.025,0.025,0.025,0.480987,0.025,0.025,0.480987,0.468848,0.025,0.025,0.468848,0.025,0.025,0.025,0.975,0.480987,0.025,0.975,0.480987,0.468848,0.975,0.025,0.468848,0.975
m777.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.395501,0.025,0.025,0.395501,0.025,0.025,0.025,0.19682,0.975,0.025,0.19682,0.975,0.395501,0.19682,0.025,0.395501,0.19682
m763.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.95451,0.025,0.025,0.95451,0.025,0.025,0.025,0.658334,0.975,0.025,0.658334,0.975,0.95451,0.658334,0.025,0.95451,0.658334
m776.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.420835,0.025,0.025,0.420835,0.025,0.025,0.025,0.234905,0.975,0.025,0.234905,0.975,0.420835,0.234905,0.025,0.420835,0.234905
m945.ply,0.025,0.025,0.025,0.740004,0.025,0.025,0.740004,0.813378,0.025,0.025,0.813378,0.025,0.025,0.025,0.975,0.740004,0.025,0.975,0.740004,0.813378,0.975,0.025,0.813378,0.975
m789.ply,0.025,0.025,0.025,0.511587,0.025,0.025,0.511587,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.513989,0.511587,0.025,0.513989,0.511587,0.975,0.513989,0.025,0.975,0.513989
m951.ply,0.025,0.025,0.025,0.797947,0.025,0.025,0.797947,0.536752,0.025,0.025,0.536752,0.025,0.025,0.025,0.975,0.797947,0.025,0.975,0.797947,0.536752,0.975,0.025,0.536752,0.975
m831.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.423234,0.025,0.025,0.423234,0.025,0.025,0.025,0.389547,0.975,0.025,0.389547,0.975,0.423234,0.389547,0.025,0.423234,0.389547
m825.ply,0.025,0.025,0.025,0.493767,0.025,0.025,0.493767,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.487193,0.493767,0.025,0.487193,0.493767,0.975,0.487193,0.025,0.975,0.487193
m819.ply,0.025,0.025,0.025,0.483371,0.025,0.025,0.483371,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.505608,0.483371,0.025,0.505608,0.483371,0.975,0.505608,0.025,0.975,0.505608
m821.ply,0.025,0.025,0.025,0.444242,0.025,0.025,0.444242,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.397663,0.444242,0.025,0.397663,0.444242,0.975,0.397663,0.025,0.975,0.397663
m835.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.440625,0.025,0.025,0.440625,0.025,0.025,0.025,0.416873,0.975,0.025,0.416873,0.975,0.440625,0.416873,0.025,0.440625,0.416873
m809.ply,0.025,0.025,0.025,0.242542,0.025,0.025,0.242542,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.225718,0.242542,0.025,0.225718,0.242542,0.975,0.225718,0.025,0.975,0.225718
m955.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.948562,0.025,0.025,0.948562,0.025,0.025,0.025,0.697876,0.975,0.025,0.697876,0.975,0.948562,0.697876,0.025,0.948562,0.697876
m941.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.433316,0.025,0.025,0.433316,0.025,0.025,0.025,0.974984,0.975,0.025,0.974984,0.975,0.433316,0.974984,0.025,0.433316,0.974984
m799.ply,0.025,0.025,0.025,0.646329,0.025,0.025,0.646329,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.688832,0.646329,0.025,0.688832,0.646329,0.975,0.688832,0.025,0.975,0.688832
m772.ply,0.025,0.025,0.025,0.833371,0.025,0.025,0.833371,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.860534,0.833371,0.025,0.860534,0.833371,0.975,0.860534,0.025,0.975,0.860534
m766.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.574172,0.025,0.025,0.574172,0.025,0.025,0.025,0.498422,0.975,0.025,0.498422,0.975,0.574172,0.498422,0.025,0.574172,0.498422
m767.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.603727,0.025,0.025,0.603727,0.025,0.025,0.025,0.472989,0.975,0.025,0.472989,0.975,0.603727,0.472989,0.025,0.603727,0.472989
m773.ply,0.025,0.025,0.025,0.833371,0.025,0.025,0.833371,0.860534,0.025,0.025,0.860534,0.025,0.025,0.025,0.975,0.833371,0.025,0.975,0.833371,0.860534,0.975,0.025,0.860534,0.975
m798.ply,0.025,0.025,0.025,0.596759,0.025,0.025,0.596759,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.647338,0.596759,0.025,0.647338,0.596759,0.975,0.647338,0.025,0.975,0.647338
m940.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.628823,0.025,0.025,0.628823,0.025,0.025,0.025,0.975,0.975,0.025,0.975,0.975,0.628823,0.975,0.025,0.628823,0.975
m954.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.793272,0.025,0.025,0.793272,0.025,0.025,0.025,0.549012,0.975,0.025,0.549012,0.975,0.793272,0.549012,0.025,0.793272,0.549012
m808.ply,0.025,0.025,0.025,0.550853,0.025,0.025,0.550853,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.624579,0.550853,0.025,0.624579,0.550853,0.975,0.624579,0.025,0.975,0.624579
m834.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.512827,0.025,0.025,0.512827,0.025,0.025,0.025,0.33972,0.975,0.025,0.33972,0.975,0.512827,0.33972,0.025,0.512827,0.33972
m820.ply,0.025,0.025,0.025,0.557,0.025,0.025,0.557,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.5665,0.557,0.025,0.5665,0.557,0.975,0.5665,0.025,0.975,0.5665
m836.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.5,0.025,0.025,0.5,0.025,0.025,0.025,0.5,0.975,0.025,0.5,0.975,0.5,0.5,0.025,0.5,0.5
m822.ply,0.025,0.025,0.025,0.497961,0.025,0.025,0.497961,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.528479,0.497961,0.025,0.528479,0.497961,0.975,0.528479,0.025,0.975,0.528479
m942.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.513095,0.025,0.025,0.513095,0.025,0.025,0.025,0.975,0.975,0.025,0.975,0.975,0.513095,0.975,0.025,0.513095,0.975
m956.ply,0.025,0.025,0.025,0.839331,0.025,0.025,0.839331,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.717137,0.839331,0.025,0.717137,0.839331,0.975,0.717137,0.025,0.975,0.717137
m765.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.570742,0.025,0.025,0.570742,0.025,0.025,0.025,0.864273,0.975,0.025,0.864273,0.975,0.570742,0.864273,0.025,0.570742,0.864273
m771.ply,0.025,0.025,0.025,0.833371,0.025,0.025,0.833371,0.860534,0.025,0.025,0.860534,0.025,0.025,0.025,0.975,0.833371,0.025,0.975,0.833371,0.860534,0.975,0.025,0.860534,0.975
m770.ply,0.025,0.025,0.025,0.738594,0.025,0.025,0.738594,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.428927,0.738594,0.025,0.428927,0.738594,0.975,0.428927,0.025,0.975,0.428927
m764.ply,0.025,0.025,0.025,0.710369,0.025,0.025,0.710369,0.648973,0.025,0.025,0.648973,0.025,0.025,0.025,0.975,0.710369,0.025,0.975,0.710369,0.648973,0.975,0.025,0.648973,0.975
m957.ply,0.025,0.025,0.025,0.784988,0.025,0.025,0.784988,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.323297,0.784988,0.025,0.323297,0.784988,0.975,0.323297,0.025,0.975,0.323297
m943.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.564243,0.025,0.025,0.564243,0.025,0.025,0.025,0.934402,0.975,0.025,0.934402,0.975,0.564243,0.934402,0.025,0.564243,0.934402
m823.ply,0.025,0.025,0.025,0.642458,0.025,0.025,0.642458,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.547596,0.642458,0.025,0.547596,0.642458,0.975,0.547596,0.025,0.975,0.547596
m837.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.396988,0.025,0.025,0.396988,0.025,0.025,0.025,0.422022,0.975,0.025,0.422022,0.975,0.396988,0.422022,0.025,0.396988,0.422022
m878.ply,0.025,0.025,0.025,0.885122,0.025,0.025,0.885122,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.885123,0.885122,0.025,0.885123,0.885122,0.975,0.885123,0.025,0.975,0.885123
m850.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.78355,0.025,0.025,0.78355,0.025,0.025,0.025,0.198028,0.975,0.025,0.198028,0.975,0.78355,0.198028,0.025,0.78355,0.198028
m844.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.826961,0.025,0.025,0.826961,0.025,0.025,0.025,0.204296,0.975,0.025,0.204296,0.975,0.826961,0.204296,0.025,0.826961,0.204296
m893.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.91561,0.025,0.025,0.91561,0.025,0.025,0.025,0.571286,0.975,0.025,0.571286,0.975,0.91561,0.571286,0.025,0.91561,0.571286
m887.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.688021,0.025,0.025,0.688021,0.025,0.025,0.025,0.341667,0.975,0.025,0.341667,0.975,0.688021,0.341667,0.025,0.688021,0.341667
m918.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.374845,0.025,0.025,0.374845,0.025,0.025,0.025,0.484823,0.975,0.025,0.484823,0.975,0.374845,0.484823,0.025,0.374845,0.484823
m924.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.336326,0.025,0.025,0.336326,0.025,0.025,0.025,0.975,0.975,0.025,0.975,0.975,0.336326,0.975,0.025,0.336326,0.975
m930.ply,0.025,0.025,0.025,0.641081,0.025,0.025,0.641081,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.641081,0.641081,0.025,0.641081,0.641081,0.975,0.641081,0.025,0.975,0.641081
m931.ply,0.025,0.025,0.025,0.811207,0.025,0.025,0.811207,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.772727,0.811207,0.025,0.772727,0.811207,0.975,0.772727,0.025,0.975,0.772727
m925.ply,0.025,0.025,0.025,0.974907,0.025,0.025,0.974907,0.568592,0.025,0.025,0.568592,0.025,0.025,0.025,0.975,0.974907,0.025,0.975,0.974907,0.568592,0.975,0.025,0.568592,0.975
m919.ply,0.025,0.025,0.025,0.855996,0.025,0.025,0.855996,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.90372,0.855996,0.025,0.90372,0.855996,0.975,0.90372,0.025,0.975,0.90372
m886.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.461865,0.025,0.025,0.461865,0.025,0.025,0.025,0.711496,0.975,0.025,0.711496,0.975,0.461865,0.711496,0.025,0.461865,0.711496
m892.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.315248,0.025,0.025,0.315248,0.025,0.025,0.025,0.5528,0.975,0.025,0.5528,0.975,0.315248,0.5528,0.025,0.315248,0.5528
m845.ply,0.025,0.025,0.025,0.785639,0.025,0.025,0.785639,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.263024,0.785639,0.025,0.263024,0.785639,0.975,0.263024,0.025,0.975,0.263024
m851.ply,0.025,0.025,0.025,0.839286,0.025,0.025,0.839286,0.975,0.025,0.025,0.975,0.025,0.025,0.025,0.296429,0.839286,0.025,0.296429,0.839286,0.975,0.296429,0.025,0.975,0.296429
m879.ply,0.025,0.025,0.025,0.975,0.025,0.025,0.975,0.38125,0.025,0.025,0.38125,0.025,0.025,0.025,0.500002,0.975,0.025,0.500002,0.975,0.38125,0.500002,0.025,0.38125,0.500002
